time	eq_lat	eq_lon	mag	earthquake_id	date	prep_zone	year	sonde1	sonde1_lat	sonde1_lon	eq_sonde1_dist	sonde2	sonde2_lat	sonde2_lon	eq_sonde2_dist	sonde1_sonde2_dist
20:57:35.470	27.314	128.34799999999998	5.2	usp000jyvc	2013-01-27	172.186857498601	2013	OK426	26.3	127.8	125.221778648106	CL424	24.9	121.2	762.605828606556	680.024056086722
20:57:35.470	27.314	128.34799999999998	5.2	usp000jyvc	2013-01-27	172.186857498601	2013	OK426	26.3	127.8	125.221778648106	YG431	31.2	130.6	484.30540046429803	609.524717860107
14:34:42.850	30.6106	131.3516	5.1	usc000syw5	2014-11-19	155.955250282695	2014	YG431	31.2	130.6	97.1757304165533	JJ433	33.4	126.3	568.471184763176	472.499888691286
14:34:42.850	30.6106	131.3516	5.1	usc000syw5	2014-11-19	155.955250282695	2014	YG431	31.2	130.6	97.1757304165533	OK426	26.3	127.8	591.948520391792	609.524717860107
15:20:49.640	30.0444	131.1233	5.0	usc000syhr	2014-11-18	141.253754462275	2014	YG431	31.2	130.6	137.95135163741998	JJ433	33.4	126.3	589.406938554659	472.499888691286
15:20:49.640	30.0444	131.1233	5.0	usc000syhr	2014-11-18	141.253754462275	2014	YG431	31.2	130.6	137.95135163741998	OK426	26.3	127.8	528.743752181079	609.524717860107
23:09:04.450	38.6802	23.3105	5.1	usc000syb1	2014-11-17	155.955250282695	2014	AT138	38.0	23.6	79.76270604589479	IS141	41.1	29.0	555.003217245187	577.205907720881
23:09:04.450	38.6802	23.3105	5.1	usc000syb1	2014-11-17	155.955250282695	2014	AT138	38.0	23.6	79.76270604589479	VT139	40.6	17.8	517.926607266346	576.7595182467479
23:05:58.440	38.6709	23.3782	5.4	usc000syak	2014-11-17	209.893988362352	2014	AT138	38.0	23.6	77.0923257041974	IS141	41.1	29.0	550.495790119239	577.205907720881
23:05:58.440	38.6709	23.3782	5.4	usc000syak	2014-11-17	209.893988362352	2014	AT138	38.0	23.6	77.0923257041974	VT139	40.6	17.8	523.663540917364	576.7595182467479
00:15:17.440	27.4158	128.5533	5.8	usb000spn6	2014-10-22	311.888958409394	2014	OK426	26.3	127.8	144.88182568870002	YG431	31.2	130.6	465.34875526374003	609.524717860107
22:52:08.990	26.2531	127.4224	5.3	usb000sm8k	2014-10-14	190.10782799233002	2014	OK426	26.3	127.8	38.0199612883216	YG431	31.2	130.6	631.437137299143	609.524717860107
03:45:07.500	36.685	23.706	5.8	usc000s7wh	2014-08-29	311.888958409394	2014	AT138	38.0	23.6	146.567243584117	VT139	40.6	17.8	672.6857375219989	576.7595182467479
19:14:35.550	32.0864	132.0682	5.8	usc000s7q8	2014-08-28	311.888958409394	2014	YG431	31.2	130.6	170.436899266997	JJ433	33.4	126.3	558.988706023725	472.499888691286
19:14:35.550	32.0864	132.0682	5.8	usc000s7q8	2014-08-28	311.888958409394	2014	YG431	31.2	130.6	170.436899266997	OK426	26.3	127.8	765.3186746753411	609.524717860107
17:09:46.780	27.9639	128.1841	5.3	usb000s2mp	2014-08-14	190.10782799233002	2014	OK426	26.3	127.8	188.940113956408	YG431	31.2	130.6	429.122746694113	609.524717860107
